60534795;CT-18265;Modification des conditions d'inscription (CT);2019-12-11;Commentaires;La Commission prend acte de ces modifications qui ne sont pas de nature à modifier ses conclusions précédentes (avis du 06/10/10, du 20/07/11 et du 23/10/19).;SMR
64181442;CT-18265;Modification des conditions d'inscription (CT);2020-02-05;Commentaires;La Commission prend acte de ces modifications qui ne sont pas de nature à modifier ses conclusions précédentes (avis du 06/10/10, du 20/07/11 et du 23/10/19).;SMR
63689562;CT-18264;Inscription (CT);2020-02-19;Important;Le service médical rendu par POSACONAZOLE ZENTIVA 100 mg, comprimé gastro-résistant est important dans les indications de l’AMM.;SMR
62658877;CT-18263;Inscription (CT);2020-02-05;Important;Le service médical rendu par NICOTINE EG 1 mg/dose, solution pour pulvérisation buccale est important dans l’indication de l’AMM.;SMR
64350928;CT-18261;Inscription (CT);2020-02-05;Important;Le service médical rendu par AZITHROMYCINE ARROW LAB 500 mg est important dans l’indication de l’AMM, à l’exception de l’indication « surinfection des bronchites aiguës ».;SMR
64350928;CT-18261;Inscription (CT);2020-01-08;Insuffisant;Le service médical rendu par AZITHROMYCINE ARROW LAB 500 mg est insuffisant dans l’indication  « surinfection des bronchites aiguës ».;SMR
67039099;CT-18251;Inscription (CT);2020-01-08;Important;Le service médical rendu par MEROPENEM GERDA 500 mg, poudre pour solution injectable/pour perfusion est important dans les indications de l’AMM, uniquement en derniers recours et lorsque les alternatives sont inappropriées.;SMR
62111751;CT-18250;Inscription (CT);2019-12-04;Important;La mise à disposition en ville ne modifie pas le service médical rendu par ONPATTRO (patisiran) attribué par la Commission dans son avis du 20 mars 2019 qui est important dans l’indication de l’AMM.;SMR
66332081;CT-18249;Inscription (CT);2020-01-08;Modéré;Le service médical rendu par BEAGYNE 150 mg, gélule, est modéré dans les indications actualisées de l’AMM.;SMR
62571408;CT-18246;Inscription (CT);2020-01-08;Important;Le service médical rendu par FOLINATE DE CALCIUM HIKMA 10 mg/mL, solution injectable/pour perfusion est important dans l’indication de l’AMM.;SMR
62307903;CT-18239;Inscription (CT);2020-02-05;Modéré;Le service médical rendu par CEBEMYXINE (sulfate de néomycine, sulfate de polymyxine B) est modéré dans l’indication de l’AMM.;SMR
63868145;CT-18238;Inscription (CT);2020-01-08;Important;Le service médical rendu par NYXOID est important dans l’indication de l’AMM.;SMR
62217822;CT-18233;Inscription (CT);2019-12-11;Modéré;Le service médical rendu par BORIQUE MYLAN 12 mg/18 mg/ml (borax, acide borique), solution pour lavage ophtalmique en récipient unidose est modéré dans l’indication de l’AMM.;SMR
62887947;CT-18231;Inscription (CT);2019-12-11;Important;Le service médical rendu par DAFALGAN 1000 mg, comprimé pelliculé, tube de 8 comprimés, est important dans l’indication de l’AMM.;SMR
65609611;CT-18230;Inscription (CT);2019-12-11;Important;Le service médical rendu par DAFALGAN 500 mg, gélule, tube de 16 gélules, est important dans l’indication de l’AMM.;SMR
61117445;CT-18228;Inscription (CT);2020-01-08;Important;Le service médical rendu par CLINIMIX N9 G15 E est important dans les indications de l’AMM.;SMR
69096857;CT-18225;Inscription (CT);2019-12-04;Important;Le service médical rendu par OXYBATE DE SODIUM REIG JOFRE 500 mg/ml, solution buvable, est important dans l’indication de l’AMM.;SMR
63790127;CT-18221;Inscription (CT);2019-12-11;Important;Le service médical rendu par PANTOPRAZOLE SUN PHARMA 40 mg, poudre pour solution injectable est important dans les indications de l’AMM.;SMR
63775634;CT-18216;Inscription (CT);2019-12-04;Important;Le service médical rendu par BENDAMUSTINE HIKMA 2,5 mg/ml, poudre pour solution à diluer pour perfusion est important dans les indications de l’AMM.;SMR
61529993;CT-18213;Inscription (CT);2019-12-04;Important;Le service médical rendu par HEMLIBRA est important en prophylaxie des épisodes hémorragiques uniquement chez les patients atteints d’hémophilie A congénitale ayant développé un inhibiteur anti-facteur VIII de type fort répondeur.;SMR
61529993;CT-18213;Inscription (CT);2019-12-04;Insuffisant;Le service médical rendu par HEMLIBRA est insuffisant pour une prise en charge par la solidarité nationale dans les autres situations cliniques.;SMR
62696479;CT-18213;Inscription (CT);2019-12-04;Important;Le service médical rendu par HEMLIBRA est important en prophylaxie des épisodes hémorragiques uniquement chez les patients atteints d’hémophilie A congénitale ayant développé un inhibiteur anti-facteur VIII de type fort répondeur.;SMR
62696479;CT-18213;Inscription (CT);2020-01-22;Insuffisant;Le service médical rendu par HEMLIBRA est insuffisant pour une prise en charge par la solidarité nationale dans les autres situations cliniques.;SMR
65166404;CT-18211;Extension d'indication;2020-01-22;Important;Le service médical rendu par ZERBAXA (ceftolozane/tazobactam) reste important dans les indications de l’AMM uniquement en dernier recours pour le traitement des patients atteints d’infections à P. aeruginosa sensibles au ceftolozane/tazobactam et pour lesquels le recours aux autres bêta-lactamines et/ou aux carbapénèmes (méropénème ou imipénème-cilastatine) n’est pas envisageable en cas de résistances.;SMR
65166404;CT-18211;Extension d'indication;2020-02-05;Insuffisant;Le service médical rendu par ZERBAXA (ceftolozane/tazobactam) devient insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations cliniques. dans les autres situations cliniques.;SMR
69304991;CT-18209;Inscription (CT);2019-12-04;Important;Le service médical rendu par SAWIS (diénogest) 2 mg, comprimé est important dans le traitement de l’endométriose.;SMR
61064341;CT-18203;Inscription (CT);2019-12-04;Important;Le service médical rendu par les spécialités PEMETREXED REDDY PHARMA est important dans les indications de l’AMM.;SMR
69635532;CT-18203;Inscription (CT);2020-02-05;Important;Le service médical rendu par les spécialités PEMETREXED REDDY PHARMA est important dans les indications de l’AMM.;SMR
64548187;CT-18199;Inscription (CT);2020-02-05;Important;Le service médical rendu par VORICONAZOLE ARROW est important dans les indications de l’AMM.;SMR
68178995;CT-18199;Inscription (CT);2020-01-22;Important;Le service médical rendu par VORICONAZOLE ARROW est important dans les indications de l’AMM.;SMR
69979273;CT-18198;Réévaluation SMR et ASMR;2020-01-22;Important;Le service médical rendu par ZAVICEFTA (ceftazidime/avibactam) reste important dans les indications de l’AMM uniquement en dernier recours pour le traitement des patients atteints d’infections à entérobactéries sensibles à la ceftazidime/avibactam et pour lesquels le recours aux autres bêta-lactamines et aux carbapénèmes (méropénème ou imipénème/cilastatine) n’est pas envisageable en cas de résistance, notamment par production de carbapénémases de type KPC ou OXA-48.;SMR
69979273;CT-18198;Réévaluation SMR et ASMR;2019-12-04;Insuffisant;Le service médical rendu par ZAVICEFTA (ceftazidime/avibactam) devient insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations clinques.;SMR
67154532;CT-18188;Inscription (CT);2019-12-04;Important;Le service médical rendu par DAFALGAN 1000 mg, gélule, boite de 8 gélules, est important dans l’indication de l’AMM.;SMR
68881730;CT-18186;Inscription (CT);2020-01-08;Important;Le service médical rendu par ACIDE ACETYLSALICYLIQUE MYLAN 100 mg, comprimé gastro-résistant est important dans les indications de l’AMM.;SMR
69024085;CT-18179;Inscription (CT);2020-02-19;Important;Le service médical rendu par ALFENTANIL KALCEKS 0,5 mg/mL, solution injectable/pour perfusion est important dans les indications de l’AMM.;SMR
69472455;CT-18178;Inscription (CT);2019-12-04;Important;Le service médical rendu par la spécialité TOBRAMYCINE ALTAN est important dans les indications de l’AMM.;SMR
68416845;CT-18177;Inscription (CT);2020-01-08;Important;Le service médical rendu par LEVOTHYROX est important dans l’indication de l’AMM.;SMR
68058063;CT-18176;Inscription (CT);2020-01-08;Important;Le service médical rendu par LAMICTAL 5 mg, comprimé dispersible ou à croquer (lamotrigine) est important dans les indications de l’AMM.;SMR
67300599;CT-18170;Inscription (CT);2019-12-11;Important;Le service médical rendu par OXYBATE DE SODIUM KALCEKS 500 mg/ml, solution buvable, est important dans l’indication de l’AMM.;SMR
68721786;CT-18165;Inscription (CT);2019-12-04;Modéré;Le service médical rendu par AMBRISENTAN ACCORD 5 mg et AMBRISENTAN ACCORD 10 mg est modéré dans l’indication de l’AMM.;SMR
65231841;CT-18164;Inscription (CT);2019-11-06;Important;Le service médical rendu par la spécialité COLIMYCINE 1 MUI, poudre et solvant pour inhalation par nébuliseur est important dans l’indication de l’AMM.;SMR
60345905;CT-18158;Extension d'indication;2019-12-11;Commentaires;La Commission prend acte du fait que le laboratoire ne demande pas l’inscription de la spécialité TECENTRIQ 1200 mg, solution à diluer pour perfusion, dans l’indication « TECENTRIQ, en association au nab-paclitaxel et carboplatine, est indiqué en première ligne de traitement des patients adultes atteints d’un CBNPC non épidermoïde métastatique sans EGFR muté ou réarrangement du gène ALK (ALK-positif) » et rappelle que de ce fait cette spécialité n’est pas agréée aux collectivités dans cette indication.;SMR
64959847;CT-18153;Inscription (CT);2019-12-04;Important;Le service médical rendu par PROTOXYDE D’AZOTE MEDICINAL LINDE HEALTHCARE, gaz pour inhalation est important dans les indications de l’AMM.;SMR
61113361;CT-18147;Inscription (CT);2019-12-04;Important;Le service médical rendu par la spécialité VANCOMYCINE HIKMA 500 mg et 1 g, poudre pour solution à diluer pour perfusion est important dans les indications de l’AMM.;SMR
68678566;CT-18147;Inscription (CT);2019-11-20;Important;Le service médical rendu par la spécialité VANCOMYCINE HIKMA 500 mg et 1 g, poudre pour solution à diluer pour perfusion est important dans les indications de l’AMM.;SMR
67271457;CT-18141;Inscription (CT);2019-10-23;Important;Le service médical rendu par CISATRACURIUM KALCEKS 2 mg/ml, solution injectable/pour perfusion est important dans les indications de l’AMM.;SMR
63558577;CT-18136;Inscription (CT);2020-02-19;Important;Le service médical rendu par les spécialités PROPOFOL BAXTER est important dans les indications de l’AMM.;SMR
67114096;CT-18135;Inscription (CT);2019-11-20;Important; Le service médical rendu par MOVYMIA 20 µg/80 µl, solution injectable, en boite de 1 cartouche et 1 stylo injecteur MOVYMIA Pen, est important dans :<br>- le traitement de l’ostéoporose post-ménopausique avérée des femmes présentant au moins deux fractures vertébrales<br>- le traitement de l’ostéoporose chez l’homme ayant au moins deux fractures vertébrales<br>- le traitement de l’ostéoporose cortisonique chez les femmes et les hommes à risque élevé de fracture (c’est-à-dire avec antécédents d’au moins deux fractures vertébrales) recevant une corticothérapie au long cours par voie générale. ;SMR
61138546;CT-18131;Inscription (CT);2019-11-06;Important;Le service médical rendu par GLICLAZIDE ARROW LAB 30 mg, comprimé à libération modifiée est important dans l’indication de l’AMM.;SMR
63017696;CT-18127;Inscription (CT);2019-11-06;Important;Le service médical rendu par la spécialité MITOMYCINE SUBSTIPHARM 20 mg est important dans les indications de l’AMM.;SMR
64936439;CT-18123;Inscription (CT);2019-10-23;Important;Le service médical rendu par GLIVEC 100 mg comprimé pelliculé, plaquette thermoformée (PVDC / alu) est important dans les indications de l’AMM.;SMR
64211572;CT-18121;Inscription (CT);2020-01-22;Important;Le service médical rendu par POSACONAZOLE OHRE PHARMA 40 mg/ml, suspension buvable est important dans les indications de l’AMM.;SMR
60694593;CT-18120;Inscription (CT);2020-01-22;Important;Le service médical rendu par VABOREM (méropénème/vaborbactam) dans les indications de l’AMM est important uniquement en dernier recours pour le traitement des patients atteints d’infections à entérobactéries sensibles à l’association méropénème/vaborbactam et pour lesquels le recours aux autres bêta-lactamines et aux carbapénèmes (méropénème ou imipénème/cilastatine) n’est pas envisageable en cas de résistance, notamment par production de carbapénémases de type KPC.;SMR
60694593;CT-18120;Inscription (CT);2019-12-11;Insuffisant;Le service médical rendu par VABOREM (méropénème/vaborbactam) dans les indications de l’AMM est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations clinques.;SMR
68475904;CT-18116;Inscription (CT);2019-11-06;Important;Le service médical rendu par NUREFLEX 400 mg, comprimé enrobé, boîte de 24 comprimés, est important dans les indications de l’AMM.;SMR
63053030;CT-18114;Inscription (CT);2019-12-04;Important;Le service médical rendu par CLOFARABINE ACCORD 1 mg/mL, solution à diluer pour perfusion est important dans les indications de l’AMM.;SMR
63467985;CT-18112;Inscription (CT);2019-12-04;Important;Le service médical rendu par XYLONOR ADRENALINEE est important dans l’indication de l’AMM.;SMR
64593798;CT-18107;Inscription (CT);2019-12-04;Important;Le service médical rendu par NICORETTESPRAY et NICORETTESPRAY FRUITS ROUGES est important dans l’indication de l’AMM.;SMR
69546553;CT-18107;Inscription (CT);2019-12-11;Important;Le service médical rendu par NICORETTESPRAY et NICORETTESPRAY FRUITS ROUGES est important dans l’indication de l’AMM.;SMR
65275357;CT-18105;Inscription (CT);2019-09-18;Important;Le service médical rendu par PROTOXYDE D’AZOTE MEDICINAL MESSER FRANCE, gaz pour inhalation, en bouteille est important dans les indications de l’AMM.;SMR
66710887;CT-18101;Réévaluation SMR;2019-09-18;Insuffisant;Le service médical rendu par TRIMBOW est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans le traitement de la BPCO modérée.;SMR
66710887;CT-18101;Réévaluation SMR;2019-11-06;Modéré;Le service médical rendu par TRIMBOW est modéré dans le traitement continu de la bronchopneumopathie chronique obstructive (BPCO) sévère chez les adultes non traités de façon satisfaisante par l’association d’un corticostéroïde inhalé et d’un bêta-2 agoniste de longue durée d’action.;SMR
66499002;CT-18099;Inscription (CT);2019-10-23;Modéré;Le service médical rendu par la spécialité CROMOPTIC 2 %, collyre en solution en flacon de 10 ml avec compte-goutte est modéré dans l’indication de l’AMM.;SMR
60886501;CT-18095;Inscription (CT);2019-10-23;Important; Le service médical rendu par BORTEZOMIB OHRE 1 mg et BORTEZOMIB OHRE 3,5 mg est important dans les indications :<br>- En monothérapie ou en association à la dexaméthasone, pour le traitement des patients adultes atteints de myélome multiple en progression, ayant reçu au moins 1 traitement antérieur et ayant déjà bénéficié ou étant inéligibles à une greffe de cellules souches hématopoïétiques<br>- En association au melphalan et à la prednisone, pour le traitement des patients adultes atteints de myélome multiple non traité au préalable, non éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.<br>- En association à la dexaméthasone, ou à la dexaméthasone et au thalidomide, pour le traitement d’induction des patients adultes atteints de myélome multiple non traité au préalable, éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.<br>- En association au rituximab, cyclophosphamide, doxorubicine et prednisone, pour le traitement des patients adultes atteints d’un lymphome à cellules du manteau non traité au préalable, pour lesquels une greffe de cellules souches hématopoïétiques est inadaptée. ;SMR
60886501;CT-18095;Inscription (CT);2019-10-23;Insuffisant;Le service médical rendu par BORTEZOMIB OHRE 1 mg et BORTEZOMIB OHRE 3,5 mg est insuffisant dans l’indication « en association à la doxorubicine liposomale pégylée pour le traitement des patients adultes atteints de myélome multiple en progression, ayant reçu au moins 1 traitement antérieur et ayant déjà bénéficié de ou étant inéligibles à une greffe de cellules souches hématopoïétiques » de l’AMM.;SMR
69794641;CT-18095;Inscription (CT);2019-10-23;Important; Le service médical rendu par BORTEZOMIB OHRE 1 mg et BORTEZOMIB OHRE 3,5 mg est important dans les indications :<br>- En monothérapie ou en association à la dexaméthasone, pour le traitement des patients adultes atteints de myélome multiple en progression, ayant reçu au moins 1 traitement antérieur et ayant déjà bénéficié ou étant inéligibles à une greffe de cellules souches hématopoïétiques<br>- En association au melphalan et à la prednisone, pour le traitement des patients adultes atteints de myélome multiple non traité au préalable, non éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.<br>- En association à la dexaméthasone, ou à la dexaméthasone et au thalidomide, pour le traitement d’induction des patients adultes atteints de myélome multiple non traité au préalable, éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.<br>- En association au rituximab, cyclophosphamide, doxorubicine et prednisone, pour le traitement des patients adultes atteints d’un lymphome à cellules du manteau non traité au préalable, pour lesquels une greffe de cellules souches hématopoïétiques est inadaptée. ;SMR
69794641;CT-18095;Inscription (CT);2019-11-06;Insuffisant;Le service médical rendu par BORTEZOMIB OHRE 1 mg et BORTEZOMIB OHRE 3,5 mg est insuffisant dans l’indication « en association à la doxorubicine liposomale pégylée pour le traitement des patients adultes atteints de myélome multiple en progression, ayant reçu au moins 1 traitement antérieur et ayant déjà bénéficié de ou étant inéligibles à une greffe de cellules souches hématopoïétiques » de l’AMM.;SMR
66752509;CT-18093;Inscription (CT);2019-10-23;Important;Le service médical rendu par les spécialités PEMETREXED OHRE PHARMA est important dans les indications de l’AMM.;SMR
64512668;CT-18090;Inscription (CT);2019-10-23;Important;Le service médical rendu par POSACONAZOLE ACCORD 100 mg, comprimé gastro-résistant est important dans les indications de l’AMM.;SMR
60534795;CT-18089;Extension d'indication;2019-10-23;Important;Le service médical rendu par FLEBOGAMMA DIF est important dans les indications de PIDC et de NMM.;SMR
64181442;CT-18089;Extension d'indication;2019-10-23;Important;Le service médical rendu par FLEBOGAMMA DIF est important dans les indications de PIDC et de NMM.;SMR
62823503;CT-18084;Inscription (CT);2019-10-23;Important;Le service médical rendu par OPTIJECT est important dans les indications de l’AMM.;SMR
67470459;CT-18084;Inscription (CT);2019-11-20;Important;Le service médical rendu par OPTIJECT est important dans les indications de l’AMM.;SMR
62686823;CT-18083;Réévaluation SMR et ASMR;2019-11-06;Important;Le service médical rendu par FOSCAVIR est important dans les indications de l’AMM.;SMR
65287548;CT-18081;Inscription (CT);2019-11-06;Important;Le service médical rendu par les spécialités URAPIDIL STRAGEN 25 mg/5 ml, 50 mg/10 ml et 100 mg/20 ml, solution injectable est, comme pour EUPRESSYL (princeps), important dans les indications de l’AMM.;SMR
66112441;CT-18081;Inscription (CT);2019-11-06;Important;Le service médical rendu par les spécialités URAPIDIL STRAGEN 25 mg/5 ml, 50 mg/10 ml et 100 mg/20 ml, solution injectable est, comme pour EUPRESSYL (princeps), important dans les indications de l’AMM.;SMR
67538433;CT-18081;Inscription (CT);2019-12-04;Important;Le service médical rendu par les spécialités URAPIDIL STRAGEN 25 mg/5 ml, 50 mg/10 ml et 100 mg/20 ml, solution injectable est, comme pour EUPRESSYL (princeps), important dans les indications de l’AMM.;SMR
64847677;CT-18078;Inscription (CT);2019-10-23;Important;Le service médical rendu par PELGRAZ 6 mg solution injectable en stylo prérempli (B/1) est important dans l’indication de l’AMM.;SMR
63003440;CT-18077;Inscription (CT);2019-10-23;Commentaires;La Commission ne peut se prononcer sur le service médical rendu par PROPRANOLOL ARROW dans l’indication « Phéochromocytome (avec un alpha-bloquant) » en l’absence d’évaluation du princeps et faute de donnée fournie dans cette indication.;SMR
63003440;CT-18077;Inscription (CT);2019-10-23;Faible;Le service médical rendu par la spécialité PROPRANOLOL ARROW est, comme pour AVOLCARDYL (princeps), faible dans l’indication « Tremblement essentiel ».;SMR
63003440;CT-18077;Inscription (CT);2019-11-06;Important; Le service médical rendu par la spécialité PROPRANOLOL ARROW est, comme pour AVOLCARDYL (princeps), important dans les indications :<br>• « Angine de poitrine . <br>• Hypertension artérielle .<br>• Prévention à long terme contre une récidive d’infarctus du myocarde après avoir récupéré suite à un infarctus aigu du myocarde .<br>• Cardiomyopathie obstructive hypertrophique .<br>• Arythmie cardiaque supraventriculaire .<br>• Arythmies cardiaques ventriculaires .<br>• Hyperthyroïdie et thyrotoxicose .<br>• Migraine .<br>• Prévention des hémorragies gastro-intestinales hautes chez les patients présentant une hypertension portale et des varices ½sophagiennes ». ;SMR
65106581;CT-18072;Inscription (CT);2019-10-23;Important;Le service médical rendu par OMNIPAQUE est important dans les indications de l’AMM.;SMR
69037684;CT-18069;Inscription (CT);2019-11-20;Important;Le service médical rendu par STRIASCAN 74 MBq/mL, solution injectable est important dans les indications de l’AMM.;SMR
66036869;CT-18067;Extension d'indication;2019-12-04;Modéré;Le service médical rendu par MIGLUSTAT ACCORD 100 mg, gélule est modéré dans l’extension d’indication de l’AMM.;SMR
62618313;CT-18064;Inscription (CT);2019-10-23;Important;Le service médical rendu par PANTOPRAZOLE HIKMA 40 mg, poudre pour solution injectable est important dans les indications de l’AMM.;SMR
60562606;CT-18062;Renouvellement d'inscription (CT);2019-10-23;Modéré;Le service médical rendu par ZOXAN LP reste modéré dans l’indication de l’AMM.;SMR
67020316;CT-18062;Renouvellement d'inscription (CT);2019-12-11;Modéré;Le service médical rendu par ZOXAN LP reste modéré dans l’indication de l’AMM.;SMR
65054729;CT-18059;Inscription (CT);2019-10-23;Modéré;Le service médical rendu par LAMISIL 1 %, crème en tube laminé aluminum de 15 g est modéré dans les indications de l’AMM.;SMR
63474691;CT-18056;Inscription (CT);2020-02-05;Important;Le service médical rendu par POSACONAZOLE AHCL 40 mg/ml, suspension buvable est important dans les indications de l’AMM.;SMR
68594221;CT-18055;Extension d'indication;2019-12-11;Important;Le service médical rendu par LEPTOPROL est important dans l’indication de l’AMM.;SMR
60833559;CT-18049;Inscription (CT);2020-01-22;Important;Le service médical rendu par DEXAMETHASONE RAFARM 1 mg/ml, collyre en solution est important dans l’indication de l’AMM.;SMR
68438457;CT-18039;Extension d'indication;2019-10-23;Insuffisant;Le service médical rendu par ADCETRIS est insuffisant au regard des alternatives disponibles pour justifier d’une prise en charge par la solidarité nationale dans le traitement du lymphome hodgkinien (LH) CD30 positif de stade IV chez les patients adultes non précédemment traités, en association avec la doxorubicine, la vinblastine et la dacarbazine (AVD).;SMR
67218807;CT-18037;Inscription (CT);2019-10-23;Important;Le service médical rendu par PARACETAMOL KRKA 500 mg, comprimé et PARACETAMOL KRKA 1000 mg comprimé, est important dans l’indication de l’AMM.;SMR
67975696;CT-18037;Inscription (CT);2019-11-20;Important;Le service médical rendu par PARACETAMOL KRKA 500 mg, comprimé et PARACETAMOL KRKA 1000 mg comprimé, est important dans l’indication de l’AMM.;SMR
65931808;CT-18036;Renouvellement d'inscription (CT);2019-12-04;Modéré;Le service médical rendu par COLOBREATHE reste modéré dans l’indication de l’AMM.;SMR
63094493;CT-18032;Inscription (CT);2019-12-04;Important; Le service médical rendu par FASENRA 30 mg, solution pour injection en stylo pré-rempli est important uniquement en traitement additionnel dans l’asthme sévère réfractaire à éosinophiles non contrôlé malgré une corticothérapie inhalée à forte dose associée à des ß2-agonistes de longue durée d’action, uniquement chez les patients répondant aux critères suivants :<br>• un taux d’éosinophiles sanguins = 300/µL dans les douze derniers mois .<br>• ET<br>o au moins deux épisodes d’exacerbations asthmatiques ayant nécessité un traitement par corticoïde oral (= 3 jours chacun) dans les 12 derniers mois malgré un traitement de fond associant des corticoïdes inhalés à dose élevée et un bronchodilatateur d’action longue (LABA) (stade 4/5 GINA) .<br>o OU des patients traités par corticothérapie orale sur une période prolongée.<br>Les patients dont l’asthme n’est pas contrôlé en raison d’un traitement de fond inadapté, de problèmes d’observance, de comorbidités ou de facteurs de risque aggravants non pris en charge n’entrent pas dans ce périmètre. ;SMR
63094493;CT-18032;Inscription (CT);2019-12-11;Insuffisant;Le service médical rendu par FASENRA est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations.;SMR
65773258;CT-18031;Extension d'indication;2019-12-11;Important;Le service médical rendu par PUMICORT est important dans l’indication de l’AMM.;SMR
66664532;CT-18031;Extension d'indication;2020-01-08;Important;Le service médical rendu par PUMICORT est important dans l’indication de l’AMM.;SMR
67301231;CT-18019;Inscription (CT);2020-01-08;Important; Le service médical rendu de DOVATO (dolutégravir/lamivudine) est important uniquement chez l’adulte et l’adolescent âgés de plus de 12 ans et pesant au moins 40 kg :<br>- naïfs de traitement, ayant plus de 200 CD4/mm3, une charge virale (CV) inférieure à 100 000 copies/mL et sans résistance connue ou suspectée vis-à-vis de l’une des deux molécules. <br>- pré-traités, ayant de façon stable une CV < 50 copies/mL depuis au moins un an, plus de 350 CD4/mL et sans résistance connue ou suspectée vis-à-vis de l’une des deux molécules. ;SMR
67301231;CT-18019;Inscription (CT);2020-02-05;Insuffisant;Le service médical rendu est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres populations de l’AMM.;SMR
68335966;CT-18017;Inscription (CT);2019-10-23;Modéré;Le service médical rendu par SANTURIL (probénécide) 500 mg, comprimé sécable est modéré dans l’indication de l’AMM.;SMR
