60068002;comprimé;78924;12,78 mg;un comprimé;SA;1
60068002;comprimé;89971;10 mg;un comprimé;FT;1
60068251;comprimé;39727;10 mg;un comprimé;FT;2
60068251;comprimé;52431;6,79 mg;un comprimé;FT;1
60068251;comprimé;69916;10 mg;un comprimé;SA;1
60068251;comprimé;93748;13,87 mg;un comprimé;SA;2
60068333;comprimé;39727;5 mg;un comprimé;FT;2
60068333;comprimé;52431;3,395 mg;un comprimé;FT;1
60068333;comprimé;69916;5 mg;un comprimé;SA;1
60068333;comprimé;93748;6,935 mg;un comprimé;SA;2
60069339;granulés;80102;4 mg;un sachet-dose;FT;1
60069339;granulés;86162;;;SA;1
60070195;comprimé;5773;300 mg;un comprimé;SA;1
60070195;comprimé;95386;274 mg;un comprimé;FT;1
60070359;capsule;706;500 mg;une capsule;SA;1
60070665;solution;29076;200 microgrammes;une seringue préremplie;SA;1
60071190;comprimé;10171;10,0 mg;un comprimé;SA;1
60071233;comprimé;28847;600 mg;un comprimé;FT;1
60071233;comprimé;34781;;;SA;1
60071379;comprimé;1786;2,00 mg;un comprimé;FT;1
60071379;comprimé;71064;2,06 mg;un comprimé;SA;1
60071952;comprimé;38524;40,00 mg;un comprimé;FT;1
60071952;comprimé;67373;;;SA;1
60072050;comprimé;2143;2CH à 30CH et 4DH à 60DH;un comprimé;SA;17
60072050;granules;2143;2CH à 30CH et 4DH à 60DH;un comprimé;SA;19
60072050;pommade;2143;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;SA;25
60072050;poudre orale;2143;2CH à 30CH et 4DH à 60DH;un comprimé;SA;18
60072050;solution buvable en ampoules;2143;2CH à 30CH et 4DH à 60DH;un comprimé;SA;23
60072050;solution buvable en gouttes;2143;2CH à 30CH et 4DH à 60DH;un comprimé;SA;20
60072506;solution;18851;29,10 mg;un flacon de 12,5 ml;SA;1
60072506;solution;50405;25 mg;un flacon de 12,5 ml;FT;1
60073451;comprimé;2423;30,00 mg;un comprimé;SA;1
60073608;comprimé;37849;5 mg;un comprimé;SA;1
60073907;comprimé;33803;10 mg;un comprimé;SA;1
60073907;comprimé;70320;9,12 mg;un comprimé;FT;1
60073914;comprimé;2092;400 mg;un comprimé;SA;1
60073960;ovule;24140;6,5 mg;une ovule;SA;1
60074432;gélule;24519;160 mg;une gélule;SA;1
60074795;solution;15614;45 - 70 mg;1 ml de solution;SA;1
60074934;solution;1802;1000 mg;une ampoule de 10 ml;SA;1
60075064;pâte;663;0,20 g;100 g de pâte pour application cutanée;SA;3
60075064;pâte;929;28,30 g;100 g de pâte pour application cutanée;SA;1
60075064;pâte;930;7,70 g;100 g de pâte pour application cutanée;SA;2
60075192;gélule;20256;;;SA;1
60075192;gélule;26322;37,5 mg;une gélule;FT;1
60075452;gélule;39422;100 mg;une gélule;SA;1
60076102;collyre;2452;0,500 g;100 ml;SA;4
60076102;collyre;3087;0,200 g;100 ml;SA;5
60077460;comprimé;15075;3CH à 30CH et 5DH à 60DH;100 ml;SA;18
60077460;granules;15075;3CH à 30CH et 5DH à 60DH;100 ml;SA;17
60077460;pommade;15075;3CH à 30CH et 5DH à 60DH (pommade à 4 %);100 ml;SA;24
60077460;poudre orale;15075;3CH à 30CH et 5DH à 60DH;100 ml;SA;23
60077460;solution buvable en ampoules;15075;3CH à 30CH et 5DH à 60DH;100 ml;SA;25
60077460;solution buvable en gouttes;15075;3CH à 30CH et 5DH à 60DH;100 ml;SA;19
60077574;comprimé;7436;2,5 mg;un comprimé;SA;1
60078078;comprimé;196;1,50 mg;un comprimé;SA;1
60078765;comprimé;38607;;;SA;1
60078765;comprimé;59691;400 mg;un comprimé;FT;1
60079721;gélule;24519;160 mg;une gélule;SA;1
60080218;suppositoire;2640;500 mg;un suppositoire;SA;1
60080232;solution;21962;540 mg;1 ml de solution injectable;SA;3
60080232;solution;34855;20 mg;1 ml de solution injectable;FT;3
60082023;comprimé;2202;500 mg;un comprimé;SA;1
60082023;comprimé;3193;4 mg;un comprimé;SA;2
60082062;solution;17563;20 mg;une seringue préremplie de 1 ml;SA;1
60082062;solution;51856;18 mg;une seringue préremplie de 1 ml;FT;1
60082895;comprimé;57854;3CH à 30CH et 5DH à 60DH;une seringue préremplie de 1 ml;SA;18
60082895;granules;57854;3CH à 30CH et 5DH à 60DH;une seringue préremplie de 1 ml;SA;17
60082895;pommade;57854;3CH à 30CH et 5DH à 60DH  (pommade à 4%);une seringue préremplie de 1 ml;SA;24
60082895;poudre orale;57854;3CH à 30CH et 5DH à 60DH;une seringue préremplie de 1 ml;SA;23
60082895;solution buvable en ampoules;57854;3CH à 30CH et 5DH à 60DH;une seringue préremplie de 1 ml;SA;25
60082895;solution buvable en gouttes;57854;3CH à 30CH et 5DH à 60DH;une seringue préremplie de 1 ml;SA;19
60083132;comprimé;17723;10 mg;un comprimé;SA;1
60084049;poudre;69518;;;SA;1
60084049;poudre;99868;1 mg;un flacon;FT;1
60085578;comprimé;14129;400,00 mg;un comprimé;FT;1
60085578;comprimé;25282;558,50 mg;un comprimé;SA;1
60085610;gélule;20256;;;SA;1
60085610;gélule;26322;37,5 mg;une gélule;FT;1
60089217;solution;47903;25 mg;1 ml de solution;SA;1
60091086;gélule;2202;500 mg;une gélule;SA;1
60092590;comprimé;3885;250 mg;un comprimé;SA;2
60092590;comprimé;4090;25 mg;un comprimé;FT;3
60092590;comprimé;11448;27 mg;un comprimé;SA;3
60093639;comprimé;35876;9,121 mg;un comprimé;SA;1
60093639;comprimé;62155;8 mg;un comprimé;FT;1
60094125;gélule;70833;0,5 mg;une gélule;SA;1
60095056;pâte;2045;0,100 g;100 g de pâte;SA;1
60095095;capsule;1;2 mg;une capsule;SA;1
60095095;capsule;76119;1,86 mg;une capsule;FT;1
60095526;comprimé;39196;10,0 mg;un comprimé;SA;1
60095729;comprimé;38315;3000 U.CEIP;un comprimé;SA;1
60097203;comprimé;73208;10 mg;un comprimé;SA;1
60097833;gel;614;0,05 g;100 g;SA;1
60098472;solution;51742;200 g;1 l de solution;SA;1
60099738;comprimé;5248;500 mg;un comprimé;FT;1
60099738;comprimé;28165;;;SA;1
60099738;comprimé;29442;;;SA;2
60099738;comprimé;93286;62,5 mg;un comprimé;FT;2
60100877;collyre;22466;0,56 g;100 ml;SA;2
60100877;collyre;36349;0,50 g;100 ml;FT;2
60104893;crème;65703;2CH à 30CH et 4DH à 60DH (crème à 4 %);100 ml;SA;18
60104893;granules;65703;2CH à 30CH et 4DH à 60DH;100 ml;SA;14
60104893;pommade;65703;2CH à 30CH et 4DH à 60DH (pommade à 4 %);100 ml;SA;25
60104893;poudre orale;65703;2CH à 30CH et 4DH à 60DH;100 ml;SA;23
60104893;solution buvable en gouttes;65703;2CH à 30CH et 4DH à 60DH;100 ml;SA;17
60105162;comprimé;16849;600 mg;un comprimé;SA;1
60105568;solution;38741;;;SA;1
60105568;solution;83934;10 mg;1 mL de solution;FT;1
60106606;poudre;80439;250 UI;une seringue préremplie;SA;1
60106848;comprimé;1807;0,02 mg;un comprimé;SA;1
60106848;comprimé;18867;3 mg;un comprimé;SA;2
60107747;solution;688;16,7 g;100 g;SA;1
60107747;solution;690;16,7 g;100 g;SA;2
60107932;gélule;4204;162 mg;une gélule;SA;1
60108518;gélule;5087;20 mg;une gélule;SA;1
60108518;gélule;46704;17,93 mg;une gélule;FT;1
60108678;comprimé;32925;;;SA;1
60108678;comprimé;72481;250 mg;un comprimé;FT;1
60108870;comprimé;21053;50 mg;un comprimé;SA;1
60109100;gélule;915;200 mg;une gélule;SA;1
60109303;pommade;6825;2 g;100 g de pommade;SA;1
60110031;solution;4401;100 ml;100 ml de solution pour préparation injectable;SA;1
60110896;comprimé;68776;;;SA;1
60110896;comprimé;76589;0,5 mg;un comprimé;FT;1
60111101;comprimé;3984;5 mg;un comprimé;SA;2
60111101;comprimé;20879;470 mg;un comprimé;SA;1
60111101;comprimé;94881;48 mg;un comprimé;FT;1
60111197;comprimé;25715;800 mg;un comprimé;SA;1
60111813;comprimé;3682;20 mg;un comprimé;SA;1
60112192;comprimé;79600;;;SA;1
60112192;comprimé;82384;250 mg;un comprimé;FT;1
60116447;comprimé;71861;1 mg;un comprimé;SA;1
60116810;comprimé;819;0,625 mg;un comprimé;SA;2
60116810;comprimé;52431;1,6975 mg;un comprimé;FT;1
60116810;comprimé;69916;2,50 mg;un comprimé;SA;1
60117638;comprimé;3613;3CH à 30CH et 6DH à 60DH;un comprimé;SA;17
60117638;granules;3613;3CH à 30CH et 6DH à 60DH;un comprimé;SA;19
60117638;pommade;3613;3CH à 30CH et 6DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;SA;25
60117638;poudre orale;3613;3CH à 30CH et 6DH à 60DH;un comprimé;SA;18
60117638;solution buvable en ampoules;3613;3CH à 30CH et 6DH à 60DH;un comprimé;SA;23
60117638;solution buvable en gouttes;3613;3CH à 30CH et 6DH à 60DH;un comprimé;SA;20
60117855;solution;44842;12,6 mg;1 ml;FT;1
60117855;solution;67602;15 mg;1 ml;SA;1
60118715;comprimé;2171;1 mg;un comprimé;SA;1
60118971;comprimé;199;100 mg;un comprimé;SA;1
60120666;comprimé;3082;0,45 mg;un comprimé;SA;2
60120666;comprimé;23014;20 mg;un comprimé;FT;1
60120666;comprimé;46448;22,56 mg;un comprimé;SA;1
60120709;comprimé;1097;200,00 mg;un comprimé;SA;1
60120812;solution;20915;20 mg;1 ml de solution;SA;1
60120812;solution;73952;17,33 mg;1 ml de solution;FT;1
60121234;comprimé;84273;4CH à 30CH et 8DH à 60DH;1 ml de solution;SA;18
60121234;granules;84273;4CH à 30CH et 8DH à 60DH;1 ml de solution;SA;17
60121234;pommade;84273;4CH à 30CH et 8DH à 60DH (pommade à 4 %);1 ml de solution;SA;24
60121234;poudre orale;84273;4CH à 30CH et 8DH à 60DH;1 ml de solution;SA;23
60121234;solution buvable en ampoules;84273;4CH à 30CH et 8DH à 60DH;1 ml de solution;SA;25
60121234;solution buvable en gouttes;84273;4CH à 30CH et 8DH à 60DH;1 ml de solution;SA;19
60122101;solution;40628;2 mg;1ml;SA;1
60122628;comprimé;73594;8 mg;un comprimé;SA;1
60122717;poudre;55721;2,4 g;un sachet;SA;1
60122980;solution;4962;30,5 g;100 ml;SA;1
60123363;comprimé;32743;5 mg;un comprimé;SA;1
60123598;comprimé;2134;4CH à 30CH et 8DH à 60DH;un comprimé;SA;18
60123598;granules;2134;4CH à 30CH et 8DH à 60DH;un comprimé;SA;17
60123598;pommade;2134;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé;SA;24
60123598;poudre orale;2134;4CH à 30CH et 8DH à 60DH;un comprimé;SA;23
60123598;solution buvable en ampoules;2134;4CH à 30CH et 8DH à 60DH;un comprimé;SA;25
60123598;solution buvable en gouttes;2134;4CH à 30CH et 8DH à 60DH;un comprimé;SA;19
60123979;gel;823;2,5 g;100 g de gel;SA;1
60124020;solution;27179;2 mg;1 ml;SA;1
60124999;comprimé;52920;;;SA;1
60124999;comprimé;54693;75 mg;un comprimé;FT;1
60126167;solution;901;0,09 g;une ampoule;SA;1
60126377;crème;25715;5 g;100 g de crème;SA;1
60126594;comprimé;17723;5 mg;un comprimé;SA;1
60126612;comprimé;258;4 DH 5 mg;un comprimé;SA;1
60126612;comprimé;1397;4 DH 5 mg;un comprimé;SA;2
60126612;comprimé;1851;6 DH 5 mg;un comprimé;SA;3
60126612;comprimé;3613;4 DH 5 mg;un comprimé;SA;4
60126612;comprimé;6427;4 DH 5 mg;un comprimé;SA;6
60126612;comprimé;9029;8 DH 5 mg;un comprimé;SA;10
60126612;comprimé;11843;6 DH 5 mg;un comprimé;SA;7
60126612;comprimé;24551;4 DH 5 mg;un comprimé;SA;8
60126612;comprimé;25643;8 DH 5 mg;un comprimé;SA;9
60127671;capsule;2969;300 mg;une capsule;SA;1
60127671;capsule;4309;4 mg;une capsule;SA;2
60128339;comprimé;32050;10 mg;un comprimé;SA;1
60128339;comprimé;72550;7,5 mg;un comprimé;FT;1
60129665;comprimé;2092;400 mg;un comprimé;SA;1
60129957;solution;2345;17,5 mg;un stylo prérempli de 0,35 ml de solution;SA;1
60130062;solution;4179;100 microgrammes;une dose mesurée;SA;2
60130062;solution;30613;6 microgrammes;une dose mesurée;SA;1
60130354;solution;19514;qsp 100 ml;une dose mesurée;SA;1
60130386;pommade;129;0,100 g;100 g de pommade;SA;1
60130386;pommade;234;0,984 g;100 g de pommade;SA;10
60130386;pommade;663;5,905 g;100 g de pommade;SA;3
60130386;pommade;929;14,763 g;100 g de pommade;SA;5
60130386;pommade;5434;1,474 g;100 g de pommade;SA;8
60130742;comprimé;3339;200 mg;un comprimé;SA;1
60130906;comprimé;48528;50 mg;un comprimé;SA;1
60131132;comprimé;20740;50 mg;un comprimé;FT;1
60131132;comprimé;21050;;;SA;1
60131805;solution;83934;2 mg;1 ml de solution injectable;SA;1
60132330;solution;95609;100 mg;1 ml;SA;1
60132572;suppositoire;532;0,690 g;un suppositoire;SA;1
60132743;solution;9122;200 mg;un flacon;SA;1
60133432;comprimé;3229;30 mg;un comprimé;SA;1
60133973;gélule;66494;0,4 mg;une gélule;SA;1
60135981;collyre;81904;0,3 mg;1 ml;SA;1
60136439;comprimé;96835;15 mg;un comprimé;SA;1
60139257;gélule;93657;100 mg;une gélule;SA;1
60139563;comprimé;78924;;;SA;1
60139563;comprimé;89971;5 mg;un comprimé;FT;1
60140010;poudre;47372;50 mg;un flacon;FT;1
60140010;poudre;78279;;;SA;1
60140505;poudre;39476;1,500 mg;un flacon;FT;1
60140505;poudre;92529;1,593 mg;un flacon;SA;1
60140882;comprimé;96835;10 mg;un comprimé;SA;1
60141614;comprimé;89276;120 mg;un comprimé;SA;1
60142043;comprimé;2064;25 mg;un comprimé;SA;2
60142043;comprimé;48528;100 mg;un comprimé;SA;1
60144464;comprimé;35876;;;SA;1
60144464;comprimé;62155;4 mg;un comprimé;FT;1
60144966;gélule;7111;60 mg;une gélule;SA;1
60145580;comprimé;10171;20 mg;un comprimé;SA;1
60145801;comprimé;38524;20 mg;un comprimé;FT;1
60145801;comprimé;67373;22,55 mg;un comprimé;SA;1
60148167;solution;85873;20 mg;1 ml;SA;1
60149276;solution;4278;3 mg;1 ml;SA;1
60150015;liquide;62468;1,1 g;1 ml de liquide;SA;1
60150232;poudre;876;;;SA;1
60150232;poudre;78578;4 g;un flacon;FT;1
60150435;comprimé;900;3CH à 30CH et 5DH à 60DH;un flacon;SA;17
60150435;granules;900;3CH à 30CH et 5DH à 60DH;un flacon;SA;19
60150435;pommade;900;3CH à 30CH et 5DH à 60DH (pommade à 1 %, 4 % ou 10 %);un flacon;SA;25
60150435;poudre orale;900;3CH à 30CH et 5DH à 60DH;un flacon;SA;18
60150435;solution buvable en ampoules;900;3CH à 30CH et 5DH à 60DH;un flacon;SA;23
60150435;solution buvable en gouttes;900;3CH à 30CH et 5DH à 60DH;un flacon;SA;20
60150467;comprimé;33803;5 mg;un comprimé;SA;1
60150467;comprimé;70320;4,56 mg;un comprimé;FT;1
60150830;comprimé;527;60 mg;un comprimé;SA;1
60151124;comprimé;49207;10 mg;un comprimé;SA;1
60151124;comprimé;72074;8,31 mg;un comprimé;FT;1
60151544;comprimé;5248;1000 mg;un comprimé;FT;1
60151544;comprimé;28165;;;SA;1
60151697;comprimé;2754;200 mg;un comprimé;SA;1
60151843;solution;1068;500 mg;une ampoule de 5 ml;SA;1
60152411;comprimé;2202;325 mg;un comprimé;SA;1
60152411;comprimé;35415;32,94 mg;un comprimé;FT;2
60152411;comprimé;86571;37,5 mg;un comprimé;SA;2
60152436;suspension;17091;720 U;0,5 ml de suspension injectable;SA;1
60152607;solution;1261;4,0 mg;une ampoule de 1,0 ml;FT;1
60152607;solution;4509;5,3 mg;une ampoule de 1,0 ml;SA;1
60152906;solution;901;2 g;une ampoule de 20 ml;SA;1
60153239;poudre;52951;33,33 mg;1 ml de solution reconstituée;SA;1
60154017;comprimé;55485;0,5 mg;un comprimé;SA;1
60154024;comprimé;338;35 mg;un comprimé;SA;1
60154309;crème;4100;0,88 g (TM);un pot de 20 g de crème;SA;1
60155329;solution;2709;10 g;un sachet-dose de 15 ml;SA;1
60155667;solution;713;200 mg;10 ml;SA;1
60155788;gélule;42406;25 mg;une gélule;FT;1
60155788;gélule;97603;27,977 mg;une gélule;SA;1
60156089;comprimé;17637;50,00 mg;un comprimé;SA;1
60156413;comprimé;3682;20 mg;un comprimé;SA;2
60156413;comprimé;36746;10 mg;un comprimé;SA;1
60156413;comprimé;67432;15,29 mg;un comprimé;FT;2
60156413;comprimé;83912;9,44 mg;un comprimé;FT;1
60156662;comprimé;1623;5CH à 30CH et 10DH à 60DH;un comprimé;SA;18
60156662;granules;1623;5CH à 30CH et 10DH à 60DH;un comprimé;SA;17
60156662;poudre orale;1623;5CH à 30CH et 10DH à 60DH;un comprimé;SA;23
60156662;solution buvable en ampoules;1623;7CH à 30CH et 14DH à 60DH;un comprimé;SA;25
60156662;solution buvable en ampoules;40000;7CH à 30CH et 14DH à 60DH;un comprimé;SA;27
60156662;solution buvable en gouttes;1623;7CH à 30CH et 14DH à 60DH;un comprimé;SA;19
60158147;gel;37;1 g;100 g de gel;FT;1
60158147;gel;22364;1,16 g;100 g de gel;SA;1
60158154;poudre;87746;;;SA;1
60158154;poudre;93066;4 mg;un flacon de poudre;FT;1
